中央电视塔,#genre#
CCTV10科教,http://123.10.79.201:808/hls/10/index.m3u8
CCTV10科教,http://182.126.117.20:808/hls/10/index.m3u8
CCTV10科教,http://61.52.156.194:808/hls/10/index.m3u8
CCTV10科教,http://123.10.77.232:808/hls/10/index.m3u8
CCTV10高清,http://113.101.119.52:808/hls/122/index.m3u8
CCTV11高清,http://117.43.218.137:20000/hls/20/index.m3u8
CCTV11高清,http://113.110.72.121:808/hls/123/index.m3u8
CCTV11戏曲,http://123.10.79.201:808/hls/11/index.m3u8
CCTV11戏曲,http://182.126.117.20:808/hls/11/index.m3u8
CCTV11戏曲,http://61.52.156.194:808/hls/11/index.m3u8
CCTV11戏曲,http://123.10.77.232:808/hls/11/index.m3u8
CCTV11高清,http://113.101.119.52:808/hls/123/index.m3u8
CCTV12高清,http://113.110.72.121:808/hls/124/index.m3u8
CCTV12社会与法,http://123.10.79.201:808/hls/12/index.m3u8
CCTV12社会与法,http://182.126.117.20:808/hls/12/index.m3u8
CCTV12社会与法,http://61.52.156.194:808/hls/12/index.m3u8
CCTV12社会与法,http://123.10.77.232:808/hls/12/index.m3u8
CCTV12高清,http://113.101.119.52:808/hls/124/index.m3u8
CCTV13高清,http://117.43.218.137:20000/hls/19/index.m3u8
CCTV13高清,http://113.110.72.121:808/hls/125/index.m3u8
CCTV13新闻,http://123.10.79.201:808/hls/13/index.m3u8
CCTV13新闻,http://182.126.117.20:808/hls/13/index.m3u8
CCTV13新闻,http://61.52.156.194:808/hls/13/index.m3u8
CCTV13新闻,http://123.10.77.232:808/hls/13/index.m3u8
CCTV13高清,http://113.101.119.52:808/hls/125/index.m3u8
CCTV14少儿,http://113.110.72.121:808/hls/5/index.m3u8
CCTV14少儿,http://123.10.79.201:808/hls/14/index.m3u8
CCTV14少儿,http://182.126.117.20:808/hls/14/index.m3u8
CCTV14少儿,http://61.52.156.194:808/hls/14/index.m3u8
CCTV14少儿,http://123.10.77.232:808/hls/14/index.m3u8
CCTV14少儿,http://113.101.119.52:808/hls/5/index.m3u8
CCTV15高清,http://117.43.218.137:20000/hls/17/index.m3u8
CCTV15高清,http://113.110.72.121:808/hls/127/index.m3u8
CCTV15音乐,http://123.10.79.201:808/hls/15/index.m3u8
CCTV15音乐,http://61.52.156.194:808/hls/15/index.m3u8
CCTV15音乐,http://123.10.77.232:808/hls/15/index.m3u8
CCTV15高清,http://113.101.119.52:808/hls/127/index.m3u8
卫视频道,#genre#
东南卫视,http://113.101.119.52:808/hls/102/index.m3u8
东南卫视,http://113.110.72.121:808/hls/102/index.m3u8
东南卫视,http://117.43.218.137:20000/hls/86/index.m3u8
东南卫视,http://123.10.77.232:808/hls/49/index.m3u8
东南卫视,http://123.10.79.201:808/hls/49/index.m3u8
东方卫视,http://113.101.119.52:808/hls/508/index.m3u8
东方卫视,http://113.110.72.121:808/hls/508/index.m3u8
东方卫视,http://117.43.218.137:20000/hls/83/index.m3u8
东方卫视,http://123.10.77.232:808/hls/37/index.m3u8
东方卫视,http://123.10.79.201:808/hls/37/index.m3u8
云南卫视,http://113.101.119.52:808/hls/515/index.m3u8
云南卫视,http://113.110.72.121:808/hls/515/index.m3u8
云南卫视,http://123.10.77.232:808/hls/46/index.m3u8
云南卫视,http://123.10.79.201:808/hls/46/index.m3u8
云南卫视,http://182.126.117.20:808/hls/36/index.m3u8
兵团卫视,http://113.101.119.52:808/hls/523/index.m3u8
兵团卫视,http://113.110.72.121:808/hls/523/index.m3u8
兵团卫视,http://117.43.218.137:20000/hls/63/index.m3u8
内蒙古卫视,http://113.101.119.52:808/hls/517/index.m3u8
内蒙古卫视,http://113.110.72.121:808/hls/517/index.m3u8
凤凰卫视中文台,https://playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰卫视中文台,https://playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰卫视资讯台,https://playtv-live.ifeng.com/live/06OLEEWQKN4.flv
凤凰卫视资讯台,https://playtv-live.ifeng.com/live/06OLEEWQKN4.flv
北京卫视,http://113.101.119.52:808/hls/510/index.m3u8
北京卫视,http://113.110.72.121:808/hls/510/index.m3u8
北京卫视,http://117.43.218.137:20000/hls/84/index.m3u8
北京卫视,http://123.10.77.232:808/hls/36/index.m3u8
北京卫视,http://123.10.79.201:808/hls/36/index.m3u8
北京卫视,http://182.126.117.20:808/hls/30/index.m3u8
北京卫视,http://61.52.156.194:808/hls/33/index.m3u8
北京卫视高清,http://117.43.218.137:20000/hls/13/index.m3u8
南方卫视,http://113.101.119.52:808/hls/109/index.m3u8
南方卫视,http://113.110.72.121:808/hls/109/index.m3u8
厦门卫视,http://113.101.119.52:808/hls/158/index.m3u8
厦门卫视,http://113.110.72.121:808/hls/158/index.m3u8
厦门卫视,http://123.10.77.232:808/hls/69/index.m3u8
厦门卫视,http://123.10.77.232:808/hls/69/index.m3u8
厦门卫视,http://123.10.79.201:808/hls/69/index.m3u8
厦门卫视,http://123.10.79.201:808/hls/69/index.m3u8
厦门卫视,http://61.52.156.194:808/hls/64/index.m3u8
吉林卫视,http://113.101.119.52:808/hls/101/index.m3u8
吉林卫视,http://113.110.72.121:808/hls/101/index.m3u8
吉林卫视,http://117.43.218.137:20000/hls/78/index.m3u8
吉林卫视,http://123.10.77.232:808/hls/55/index.m3u8
吉林卫视,http://123.10.79.201:808/hls/55/index.m3u8
四川卫视,http://113.101.119.52:808/hls/140/index.m3u8
四川卫视,http://113.110.72.121:808/hls/140/index.m3u8
四川卫视,http://117.43.218.137:20000/hls/90/index.m3u8
四川卫视,http://123.10.77.232:808/hls/44/index.m3u8
四川卫视,http://123.10.79.201:808/hls/44/index.m3u8
四川卫视,http://182.126.117.20:808/hls/39/index.m3u8
四川卫视,http://61.52.156.194:808/hls/52/index.m3u8
天津卫视,http://113.101.119.52:808/hls/132/index.m3u8
天津卫视,http://113.110.72.121:808/hls/132/index.m3u8
天津卫视,http://123.10.77.232:808/hls/38/index.m3u8
天津卫视,http://123.10.79.201:808/hls/38/index.m3u8
天津卫视,http://182.126.117.20:808/hls/31/index.m3u8
宁夏卫视,http://113.101.119.52:808/hls/520/index.m3u8
宁夏卫视,http://113.110.72.121:808/hls/520/index.m3u8
宁夏卫视,http://117.43.218.137:20000/hls/76/index.m3u8
宁夏卫视,http://123.10.77.232:808/hls/59/index.m3u8
宁夏卫视,http://123.10.79.201:808/hls/59/index.m3u8
宁夏卫视,http://61.52.156.194:808/hls/55/index.m3u8
安徽卫视,http://113.101.119.52:808/hls/509/index.m3u8
安徽卫视,http://113.110.72.121:808/hls/509/index.m3u8
安徽卫视,http://117.43.218.137:20000/hls/82/index.m3u8
安徽卫视,http://123.10.77.232:808/hls/40/index.m3u8
安徽卫视,http://123.10.79.201:808/hls/40/index.m3u8
安徽卫视,http://61.52.156.194:808/hls/32/index.m3u8
山东卫视,http://113.101.119.52:808/hls/133/index.m3u8
山东卫视,http://113.110.72.121:808/hls/133/index.m3u8
山东卫视,http://123.10.77.232:808/hls/39/index.m3u8
山东卫视,http://123.10.79.201:808/hls/39/index.m3u8
山东卫视,http://182.126.117.20:808/hls/32/index.m3u8
山西卫视,http://113.101.119.52:808/hls/516/index.m3u8
山西卫视,http://113.110.72.121:808/hls/516/index.m3u8
山西卫视,http://117.43.218.137:20000/hls/95/index.m3u8
山西卫视,http://123.10.77.232:808/hls/56/index.m3u8
山西卫视,http://123.10.79.201:808/hls/56/index.m3u8
山西卫视,http://61.52.156.194:808/hls/50/index.m3u8
广东卫视,http://113.101.119.52:808/hls/152/index.m3u8
广东卫视,http://113.110.72.121:808/hls/152/index.m3u8
广东卫视,http://117.43.218.137:20000/hls/94/index.m3u8
广东卫视,http://123.10.77.232:808/hls/51/index.m3u8
广东卫视,http://123.10.79.201:808/hls/51/index.m3u8
广东卫视,http://182.126.117.20:808/hls/38/index.m3u8
广东卫视高清,http://117.43.218.137:20000/hls/10/index.m3u8
广西卫视,http://117.43.218.137:20000/hls/87/index.m3u8
广西卫视,http://123.10.77.232:808/hls/52/index.m3u8
广西卫视,http://123.10.79.201:808/hls/52/index.m3u8
新疆卫视,http://113.101.119.52:808/hls/522/index.m3u8
新疆卫视,http://113.110.72.121:808/hls/522/index.m3u8
新疆卫视,http://117.43.218.137:20000/hls/67/index.m3u8
新疆卫视,http://123.10.77.232:808/hls/63/index.m3u8
新疆卫视,http://123.10.79.201:808/hls/63/index.m3u8
新疆卫视,http://61.52.156.194:808/hls/59/index.m3u8
旅游卫视,http://123.10.77.232:808/hls/54/index.m3u8
旅游卫视,http://123.10.79.201:808/hls/54/index.m3u8
江苏卫视,http://113.101.119.52:808/hls/17/index.m3u8
江苏卫视,http://113.110.72.121:808/hls/17/index.m3u8
江苏卫视,http://123.10.77.232:808/hls/34/index.m3u8
江苏卫视,http://123.10.79.201:808/hls/34/index.m3u8
江苏卫视,http://182.126.117.20:808/hls/28/index.m3u8
江苏卫视,http://61.52.156.194:808/hls/30/index.m3u8
江苏卫视高清,http://117.43.218.137:20000/hls/15/index.m3u8
江苏卫视高清,http://123.10.77.232:808/hls/71/index.m3u8
江苏卫视高清,http://123.10.79.201:808/hls/71/index.m3u8
江西卫视,http://113.101.119.52:808/hls/134/index.m3u8
江西卫视,http://113.101.119.52:808/hls/511/index.m3u8
江西卫视,http://113.110.72.121:808/hls/134/index.m3u8
江西卫视,http://113.110.72.121:808/hls/511/index.m3u8
江西卫视,http://123.10.77.232:808/hls/42/index.m3u8
江西卫视,http://123.10.79.201:808/hls/42/index.m3u8
江西卫视,http://182.126.117.20:808/hls/35/index.m3u8
江西卫视,http://61.52.156.194:808/hls/49/index.m3u8
江西卫视高清,http://117.43.218.137:20000/hls/3/index.m3u8
河北卫视,http://113.101.119.52:808/hls/144/index.m3u8
河北卫视,http://113.110.72.121:808/hls/144/index.m3u8
河北卫视,http://117.43.218.137:20000/hls/88/index.m3u8
河北卫视,http://123.10.77.232:808/hls/53/index.m3u8
河北卫视,http://123.10.79.201:808/hls/53/index.m3u8
河南卫视,http://113.101.119.52:808/hls/513/index.m3u8
河南卫视,http://113.110.72.121:808/hls/513/index.m3u8
河南卫视,http://117.43.218.137:20000/hls/89/index.m3u8
河南卫视,http://123.10.77.232:808/hls/17/index.m3u8
河南卫视,http://123.10.79.201:808/hls/17/index.m3u8
河南卫视,http://182.126.117.20:808/hls/16/index.m3u8
河南卫视,http://61.52.156.194:808/hls/16/index.m3u8
河南卫视高清,http://117.43.218.137:20000/hls/9/index.m3u8
浙江卫视,http://113.101.119.52:808/hls/131/index.m3u8
浙江卫视,http://113.110.72.121:808/hls/131/index.m3u8
浙江卫视,http://117.43.218.137:20000/hls/93/index.m3u8
浙江卫视,http://123.10.77.232:808/hls/35/index.m3u8
浙江卫视,http://123.10.79.201:808/hls/35/index.m3u8
浙江卫视,http://182.126.117.20:808/hls/29/index.m3u8
浙江卫视,http://61.52.156.194:808/hls/31/index.m3u8
浙江卫视高清,http://117.43.218.137:20000/hls/16/index.m3u8
海南卫视,http://113.101.119.52:808/hls/519/index.m3u8
海南卫视,http://113.110.72.121:808/hls/519/index.m3u8
深圳卫视,http://113.101.119.52:808/hls/135/index.m3u8
深圳卫视,http://113.110.72.121:808/hls/135/index.m3u8
深圳卫视,http://117.43.218.137:20000/hls/96/index.m3u8
深圳卫视,http://123.10.77.232:808/hls/41/index.m3u8
深圳卫视,http://123.10.79.201:808/hls/41/index.m3u8
深圳卫视,http://182.126.117.20:808/hls/33/index.m3u8
湖北卫视,http://113.101.119.52:808/hls/136/index.m3u8
湖北卫视,http://113.110.72.121:808/hls/136/index.m3u8
湖北卫视,http://117.43.218.137:20000/hls/79/index.m3u8
湖北卫视,http://123.10.77.232:808/hls/43/index.m3u8
湖北卫视,http://123.10.79.201:808/hls/43/index.m3u8
湖北卫视,http://182.126.117.20:808/hls/34/index.m3u8
湖北卫视,http://61.52.156.194:808/hls/47/index.m3u8
湖南卫视,http://113.101.119.52:808/hls/130/index.m3u8
湖南卫视,http://113.110.72.121:808/hls/130/index.m3u8
湖南卫视,http://117.43.218.137:20000/hls/91/index.m3u8
湖南卫视,http://123.10.77.232:808/hls/33/index.m3u8
湖南卫视,http://123.10.79.201:808/hls/33/index.m3u8
湖南卫视,http://182.126.117.20:808/hls/27/index.m3u8
湖南卫视高清,http://117.43.218.137:20000/hls/14/index.m3u8
甘肃卫视,http://113.101.119.52:808/hls/150/index.m3u8
甘肃卫视,http://113.110.72.121:808/hls/150/index.m3u8
甘肃卫视,http://117.43.218.137:20000/hls/36/index.m3u8
甘肃卫视,http://123.10.77.232:808/hls/58/index.m3u8
甘肃卫视,http://123.10.79.201:808/hls/58/index.m3u8
西藏卫视,http://113.101.119.52:808/hls/521/index.m3u8
西藏卫视,http://113.110.72.121:808/hls/521/index.m3u8
西藏卫视,http://61.52.156.194:808/hls/58/index.m3u8
贵州卫视,http://113.101.119.52:808/hls/139/index.m3u8
贵州卫视,http://113.110.72.121:808/hls/139/index.m3u8
贵州卫视,http://117.43.218.137:20000/hls/85/index.m3u8
贵州卫视,http://123.10.77.232:808/hls/47/index.m3u8
贵州卫视,http://123.10.79.201:808/hls/47/index.m3u8
贵州卫视,http://182.126.117.20:808/hls/37/index.m3u8
辽宁卫视,http://117.43.218.137:20000/hls/80/index.m3u8
辽宁卫视,http://123.10.77.232:808/hls/48/index.m3u8
辽宁卫视,http://123.10.79.201:808/hls/48/index.m3u8
重庆卫视,http://113.101.119.52:808/hls/143/index.m3u8
重庆卫视,http://113.110.72.121:808/hls/143/index.m3u8
重庆卫视,http://117.43.218.137:20000/hls/81/index.m3u8
重庆卫视,http://123.10.77.232:808/hls/50/index.m3u8
重庆卫视,http://123.10.79.201:808/hls/50/index.m3u8
陕西卫视,http://113.101.119.52:808/hls/514/index.m3u8
陕西卫视,http://113.110.72.121:808/hls/514/index.m3u8
陕西卫视,http://123.10.77.232:808/hls/57/index.m3u8
陕西卫视,http://123.10.79.201:808/hls/57/index.m3u8
陕西卫视,http://61.52.156.194:808/hls/51/index.m3u8
青海卫视,http://113.101.119.52:808/hls/518/index.m3u8
青海卫视,http://113.110.72.121:808/hls/518/index.m3u8
青海卫视,http://117.43.218.137:20000/hls/44/index.m3u8
青海卫视,http://123.10.77.232:808/hls/60/index.m3u8
青海卫视,http://123.10.79.201:808/hls/60/index.m3u8
青海卫视,http://61.52.156.194:808/hls/56/index.m3u8
黑龙江卫视,http://113.101.119.52:808/hls/138/index.m3u8
黑龙江卫视,http://113.110.72.121:808/hls/138/index.m3u8
黑龙江卫视,http://123.10.77.232:808/hls/45/index.m3u8
黑龙江卫视,http://123.10.79.201:808/hls/45/index.m3u8
其他频道,#genre#
CGTN,http://123.10.77.232:808/hls/16/index.m3u8
CGTN,http://123.10.79.201:808/hls/16/index.m3u8
CHC高清电影,http://117.43.218.137:20000/hls/12/index.m3u8
IPTV5+,http://61.52.156.194:808/hls/75/index.m3u8
IPTV法制,http://123.10.77.232:808/hls/83/index.m3u8
IPTV法制,http://123.10.79.201:808/hls/83/index.m3u8
IPTV相声,http://123.10.77.232:808/hls/81/index.m3u8
IPTV相声,http://123.10.79.201:808/hls/81/index.m3u8
世界地理,http://113.101.119.52:808/hls/532/index.m3u8
世界地理,http://113.110.72.121:808/hls/532/index.m3u8
东方财经,http://117.43.218.137:20000/hls/30/index.m3u8
中国教育1,http://123.10.77.232:808/hls/67/index.m3u8
中国教育1,http://123.10.79.201:808/hls/67/index.m3u8
中国教育4,http://123.10.77.232:808/hls/68/index.m3u8
中国教育4,http://123.10.79.201:808/hls/68/index.m3u8
中天新闻,http://107.151.203.111:2209/135/hk.php?id=ztxw
中天新闻,http://107.151.203.111:2209/135/hk.php?id=ztxw
中教4,http://117.43.218.137:20000/hls/28/index.m3u8
云浮公共,http://113.101.119.52:808/hls/201/index.m3u8
云浮公共,http://113.110.72.121:808/hls/201/index.m3u8
云浮综合,http://113.101.119.52:808/hls/200/index.m3u8
云浮综合,http://113.110.72.121:808/hls/200/index.m3u8
先锋乒羽,http://117.43.218.137:20000/hls/24/index.m3u8
全纪实,http://117.43.218.137:20000/hls/31/index.m3u8
公共频道,http://182.126.117.20:808/hls/15/index.m3u8
公共频道,http://61.52.156.194:808/hls/23/index.m3u8
兵器科技,http://113.101.119.52:808/hls/528/index.m3u8
兵器科技,http://113.110.72.121:808/hls/528/index.m3u8
内蒙古,http://61.52.156.194:808/hls/57/index.m3u8
军事,http://123.10.77.232:808/hls/93/index.m3u8
军事,http://123.10.79.201:808/hls/93/index.m3u8
军事,http://61.52.156.194:808/hls/68/index.m3u8
军事评论,http://182.126.117.20:808/hls/102/index.m3u8
军旅剧场,http://182.126.117.20:808/hls/99/index.m3u8
农业致富,http://182.126.117.20:808/hls/103/index.m3u8
动作影院,http://123.10.77.232:808/hls/97/index.m3u8
动作影院,http://123.10.79.201:808/hls/97/index.m3u8
动作电影,http://117.43.218.137:20000/hls/22/index.m3u8
动作电影,http://182.126.117.20:808/hls/89/index.m3u8
动漫秀场,http://117.43.218.137:20000/hls/34/index.m3u8
北京卡酷,http://117.43.218.137:20000/hls/73/index.m3u8
北京少儿,http://61.52.156.194:808/hls/60/index.m3u8
卡酷动画,http://113.101.119.52:808/hls/524/index.m3u8
卡酷动画,http://113.110.72.121:808/hls/524/index.m3u8
卡酷动画,http://123.10.77.232:808/hls/64/index.m3u8
卡酷动画,http://123.10.79.201:808/hls/64/index.m3u8
古装剧场,http://182.126.117.20:808/hls/98/index.m3u8
周星驰电影,rtmp://123.10.77.232:808:1935/live/1
周星驰电影,rtmp://123.10.79.201:808:1935/live/1
嘉佳卡通,http://113.101.119.52:808/hls/503/index.m3u8
嘉佳卡通,http://113.110.72.121:808/hls/503/index.m3u8
嘉佳卡通,http://123.10.77.232:808/hls/66/index.m3u8
嘉佳卡通,http://123.10.79.201:808/hls/66/index.m3u8
嘉佳卡通,http://61.52.156.194:808/hls/63/index.m3u8
国学频道,http://117.43.218.137:20000/hls/26/index.m3u8
央视台球,http://113.101.119.52:808/hls/531/index.m3u8
央视台球,http://113.110.72.121:808/hls/531/index.m3u8
央视文化精品,http://117.43.218.137:20000/hls/45/index.m3u8
央视文化精品高清频道,http://117.43.218.137:20000/hls/74/index.m3u8
女性时尚频道,http://117.43.218.137:20000/hls/23/index.m3u8
家庭剧场,http://182.126.117.20:808/hls/96/index.m3u8
家庭影院,http://117.43.218.137:20000/hls/21/index.m3u8
家庭影院,http://123.10.77.232:808/hls/99/index.m3u8
家庭影院,http://123.10.79.201:808/hls/99/index.m3u8
少儿动画,http://123.10.77.232:808/hls/76/index.m3u8
少儿动画,http://123.10.79.201:808/hls/76/index.m3u8
岭南戏曲,http://113.101.119.52:808/hls/22/index.m3u8
岭南戏曲,http://113.110.72.121:808/hls/22/index.m3u8
广东体育,http://113.101.119.52:808/hls/108/index.m3u8
广东体育,http://113.110.72.121:808/hls/108/index.m3u8
广东公共,http://113.101.119.52:808/hls/107/index.m3u8
广东公共,http://113.110.72.121:808/hls/107/index.m3u8
广东少儿,http://113.101.119.52:808/hls/111/index.m3u8
广东少儿,http://113.110.72.121:808/hls/111/index.m3u8
广东影视,http://113.101.119.52:808/hls/110/index.m3u8
广东影视,http://113.110.72.121:808/hls/110/index.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东新闻,http://113.110.72.121:808/hls/106/index.m3u8
广东珠江高清,http://113.101.119.52:808/hls/105/index.m3u8
广东珠江高清,http://113.110.72.121:808/hls/105/index.m3u8
广东经济科教,http://113.101.119.52:808/hls/129/index.m3u8
广东经济科教,http://113.110.72.121:808/hls/129/index.m3u8
开封新闻综合,http://182.126.117.20:808/hls/26/index.m3u8
快乐垂钓,http://117.43.218.137:20000/hls/40/index.m3u8
怀旧剧场,http://113.101.119.52:808/hls/533/index.m3u8
怀旧剧场,http://113.110.72.121:808/hls/533/index.m3u8
怀旧剧场,http://117.43.218.137:20000/hls/48/index.m3u8
惊悚悬疑,http://182.126.117.20:808/hls/100/index.m3u8
摄影频道,http://117.43.218.137:20000/hls/25/index.m3u8
收视指南,http://123.10.77.232:808/hls/75/index.m3u8
收视指南,http://123.10.79.201:808/hls/75/index.m3u8
收视指南,http://61.52.156.194:808/hls/62/index.m3u8
文物宝库,http://182.126.117.20:808/hls/24/index.m3u8
新农村频道,http://123.10.77.232:808/hls/25/index.m3u8
新农村频道,http://123.10.79.201:808/hls/25/index.m3u8
新农村频道,http://182.126.117.20:808/hls/22/index.m3u8
新农村频道,http://61.52.156.194:808/hls/24/index.m3u8
新电影频道,http://61.52.156.194:808/hls/73/index.m3u8
新闻频道,http://182.126.117.20:808/hls/21/index.m3u8
新闻频道,http://61.52.156.194:808/hls/22/index.m3u8
早教,http://123.10.77.232:808/hls/92/index.m3u8
早教,http://123.10.79.201:808/hls/92/index.m3u8
明星大片,http://182.126.117.20:808/hls/1001/index.m3u8
李连杰电影,rtmp://123.10.77.232:808:1935/live/2
李连杰电影,rtmp://123.10.79.201:808:1935/live/2
梨园频道,http://61.52.156.194:808/hls/26/index.m3u8
民生频道,http://182.126.117.20:808/hls/19/index.m3u8
民生频道,http://61.52.156.194:808/hls/19/index.m3u8
河南公共频道,http://123.10.77.232:808/hls/24/index.m3u8
河南公共频道,http://123.10.79.201:808/hls/24/index.m3u8
河南国际,http://61.52.156.194:808/hls/25/index.m3u8
河南国际频道,http://123.10.77.232:808/hls/26/index.m3u8
河南国际频道,http://123.10.79.201:808/hls/26/index.m3u8
河南文物宝库,http://123.10.77.232:808/hls/28/index.m3u8
河南文物宝库,http://123.10.79.201:808/hls/28/index.m3u8
河南新闻频道,http://123.10.77.232:808/hls/22/index.m3u8
河南新闻频道,http://123.10.79.201:808/hls/22/index.m3u8
河南梨园频道,http://123.10.77.232:808/hls/27/index.m3u8
河南梨园频道,http://123.10.79.201:808/hls/27/index.m3u8
河南梨园频道,http://182.126.117.20:808/hls/17/index.m3u8
河南武术世界,http://123.10.77.232:808/hls/29/index.m3u8
河南武术世界,http://123.10.79.201:808/hls/29/index.m3u8
河南民生频道,http://123.10.77.232:808/hls/19/index.m3u8
河南民生频道,http://123.10.79.201:808/hls/19/index.m3u8
河南法制频道,http://182.126.117.20:808/hls/20/index.m3u8
河南法治频道,http://123.10.77.232:808/hls/20/index.m3u8
河南法治频道,http://123.10.79.201:808/hls/20/index.m3u8
河南电视剧频道,http://123.10.77.232:808/hls/21/index.m3u8
河南电视剧频道,http://123.10.79.201:808/hls/21/index.m3u8
河南移动电视,http://123.10.77.232:808/hls/31/index.m3u8
河南移动电视,http://123.10.79.201:808/hls/31/index.m3u8
河南都市频道,http://123.10.77.232:808/hls/18/index.m3u8
河南都市频道,http://123.10.79.201:808/hls/18/index.m3u8
法治天地,http://117.43.218.137:20000/hls/37/index.m3u8
法治频道,http://61.52.156.194:808/hls/20/index.m3u8
海外剧场,http://182.126.117.20:808/hls/95/index.m3u8
游戏风云,http://117.43.218.137:20000/hls/32/index.m3u8
湛江公共,http://113.101.119.52:808/hls/3/index.m3u8
湛江公共,http://113.110.72.121:808/hls/3/index.m3u8
湛江综合,http://113.101.119.52:808/hls/2000/index.m3u8
湛江综合,http://113.110.72.121:808/hls/2000/index.m3u8
漯河公共频道,http://123.10.77.232:808/hls/78/index.m3u8
漯河公共频道,http://123.10.79.201:808/hls/78/index.m3u8
漯河综合频道,http://123.10.77.232:808/hls/73/index.m3u8
漯河综合频道,http://123.10.79.201:808/hls/73/index.m3u8
热播剧场,http://123.10.77.232:808/hls/82/index.m3u8
热播剧场,http://123.10.79.201:808/hls/82/index.m3u8
热播剧场,http://61.52.156.194:808/hls/71/index.m3u8
爱大剧,http://123.10.77.232:808/hls/101/index.m3u8
爱大剧,http://123.10.79.201:808/hls/101/index.m3u8
爱情喜剧,http://182.126.117.20:808/hls/97/index.m3u8
环球奇观频道,http://117.43.218.137:20000/hls/35/index.m3u8
